Frequency, Amplitude
1798,02246  0,00004
1799,36829  0,00000
1800,71411  0,00005
1802,05994  0,00000
1803,40576  0,00006
1804,75159  0,00000
1806,09741  0,00000
1807,44324  0,00000
1808,78906  0,00001
1810,13489  0,00000
1811,48071  0,00005
1812,82654  0,00001
1814,17236  0,00006
1815,51819  0,00001
1816,86401  0,00006
1818,20984  0,00002
1819,55566  0,00006
1820,90149  0,00002
1822,24731  0,00003
1823,59314  0,00003
1824,93896  0,00003
1826,28479  0,00004
1827,63062  0,00005
1828,97644  0,00004
1830,32227  0,00003
1831,66809  0,00005
1833,01392  0,00005
1834,35974  0,00006
1835,70557  0,00005
1837,05139  0,00005
1838,39722  0,00004
1839,74304  0,00004
1841,08887  0,00005
1842,43469  0,00004
1843,78052  0,00004
1845,12634  0,00003
1846,47217  0,00002
1847,81799  0,00002
1849,16382  0,00004
1850,50964  0,00001
1851,85547  0,00006
1853,20129  0,00001
1854,54712  0,00002
1855,89294  0,00001
1857,23877  0,00006
1858,58459  0,00000
1859,93042  0,00003
1861,27625  0,00000
1862,62207  0,00006
1863,96790  0,00000
1865,31372  0,00002
1866,65955  0,00000
1868,00537  0,00003
1869,35120  0,00000
1870,69702  0,00002
1872,04285  0,00001
1873,38867  0,00000
1874,73450  0,00001
1876,08032  0,00001
1877,42615  0,00001
1878,77197  0,00002
1880,11780  0,00002
1881,46362  0,00005
1882,80945  0,00003
1884,15527  0,00005
1885,50110  0,00004
1886,84692  0,00006
1888,19275  0,00004
1889,53857  0,00004
1890,88440  0,00005
1892,23022  0,00006
1893,57605  0,00006
1894,92188  0,00004
1896,26770  0,00005
1897,61353  0,00006
1898,95935  0,00004
1900,30518  0,00005
1901,65100  0,00004
1902,99683  0,00005
1904,34265  0,00003
1905,68848  0,00002
1907,03430  0,00002
1908,38013  0,00001
1909,72595  0,00002
1911,07178  0,00000
1912,41760  0,00001
1913,76343  0,00002
1915,10925  0,00001
1916,45508  0,00003
1917,80090  0,00000
1919,14673  0,00002
1920,49255  0,00000
1921,83838  0,00006
1923,18420  0,00000
1924,53003  0,00003
1925,87585  0,00000
1927,22168  0,00006
1928,56750  0,00000
1929,91333  0,00002
1931,25916  0,00001
1932,60498  0,00006
1933,95081  0,00001
1935,29663  0,00004
1936,64246  0,00001
1937,98828  0,00002
1939,33411  0,00002
1940,67993  0,00004
1942,02576  0,00003
1943,37158  0,00005
1944,71741  0,00004
1946,06323  0,00004
1947,40906  0,00004
1948,75488  0,00005
1950,10071  0,00005
1951,44653  0,00005
1952,79236  0,00006
1954,13818  0,00003
1955,48401  0,00005
1956,82983  0,00005
1958,17566  0,00004
1959,52148  0,00003
1960,86731  0,00004
1962,21313  0,00003
1963,55896  0,00003
1964,90479  0,00006
1966,25061  0,00002
1967,59644  0,00006
1968,94226  0,00002
1970,28809  0,00006
1971,63391  0,00001
1972,97974  0,00005
1974,32556  0,00001
1975,67139  0,00001
1977,01721  0,00000
1978,36304  0,00000
1979,70886  0,00000
1981,05469  0,00006
1982,40051  0,00000
1983,74634  0,00005
1985,09216  0,00000
1986,43799  0,00003
1987,78381  0,00000
1989,12964  0,00006
1990,47546  0,00000
1991,82129  0,00000
1993,16711  0,00001
1994,51294  0,00003
1995,85876  0,00001
1997,20459  0,00006
1998,55042  0,00002
1999,89624  0,00001
2001,24207  0,00003
2002,58789  0,00003
2003,93372  0,00003
2005,27954  0,00003
2006,62537  0,00004
2007,97119  0,00006
2009,31702  0,00005
2010,66284  0,00004
2012,00867  0,00006
2013,35449  0,00002
2014,70032  0,00005
2016,04614  0,00003
2017,39197  0,00004
2018,73779  0,00001
2020,08362  0,00004
2021,42944  0,00000
2022,77527  0,00003
2024,12109  0,00003
2025,46692  0,00002
2026,81274  0,00002
2028,15857  0,00002
2029,50439  0,00000
2030,85022  0,00001
2032,19604  0,00000
2033,54187  0,00001
2034,88770  0,00004
2036,23352  0,00000
2037,57935  0,00002
2038,92517  0,00000
2040,27100  0,00006
2041,61682  0,00000
2042,96265  0,00006
2044,30847  0,00000
2045,65430  0,00001
2047,00012  0,00000
2048,34595  0,00001
2049,69189  0,00001
2051,03760  0,00006
2052,38330  0,00001
2053,72925  0,00002
2055,07520  0,00001
2056,42090  0,00003
2057,76660  0,00002
2059,11255  0,00002
2060,45850  0,00003
2061,80420  0,00000
2063,14990  0,00003
2064,49585  0,00001
2065,84180  0,00004
2067,18750  0,00005
2068,53320  0,00005
2069,87915  0,00003
2071,22510  0,00006
2072,57080  0,00000
2073,91650  0,00005
2075,26245  0,00002
2076,60840  0,00004
2077,95410  0,00001
2079,29980  0,00004
2080,64575  0,00003
2081,99170  0,00003
2083,33740  0,00001
2084,68311  0,00002
2086,02905  0,00003
2087,37500  0,00002
2088,72070  0,00006
2090,06641  0,00001
2091,41235  0,00005
2092,75830  0,00001
2094,10400  0,00005
2095,44971  0,00000
2096,79565  0,00004
2098,14160  0,00000
2099,48730  0,00006
2100,83301  0,00000
2102,17896  0,00005
2103,52490  0,00000
2104,87061  0,00002
2106,21631  0,00000
2107,56226  0,00003
2108,90820  0,00000
2110,25391  0,00000
2111,59961  0,00001
2112,94556  0,00005
2114,29150  0,00001
2115,63721  0,00001
2116,98291  0,00002
2118,32886  0,00005
2119,67480  0,00003
2121,02051  0,00002
2122,36621  0,00003
2123,71216  0,00000
2125,05811  0,00004
2126,40381  0,00004
2127,74951  0,00005
2129,09546  0,00002
2130,44141  0,00006
2131,78711  0,00001
2133,13281  0,00005
2134,47876  0,00001
2135,82471  0,00005
2137,17041  0,00003
2138,51611  0,00004
2139,86206  0,00006
2141,20801  0,00003
2142,55371  0,00004
2143,89941  0,00002
2145,24536  0,00004
2146,59131  0,00002
2147,93701  0,00000
2149,28271  0,00001
2150,62866  0,00003
2151,97461  0,00001
2153,32031  0,00001
2154,66602  0,00000
2156,01196  0,00005
2157,35791  0,00000
2158,70361  0,00005
2160,04932  0,00000
2161,39526  0,00003
2162,74121  0,00000
2164,08691  0,00005
2165,43262  0,00000
2166,77856  0,00005
2168,12451  0,00000
2169,47021  0,00005
2170,81592  0,00001
2172,16187  0,00000
2173,50781  0,00001
2174,85352  0,00005
2176,19922  0,00002
2177,54517  0,00004
2178,89111  0,00003
2180,23682  0,00004
2181,58252  0,00003
2182,92847  0,00002
2184,27441  0,00004
2185,62012  0,00002
2186,96582  0,00005
2188,31177  0,00001
2189,65771  0,00006
2191,00342  0,00002
2192,34912  0,00005
2193,69507  0,00001
2195,04102  0,00005
2196,38672  0,00005
2197,73242  0,00004
2199,07837  0,00004
2200,42432  0,00003
2201,77002  0,00004
2203,11572  0,00002
2204,46167  0,00000
2205,80762  0,00002
2207,15332  0,00006
2208,49902  0,00001
2209,84497  0,00002
2211,19092  0,00001
2212,53662  0,00002
2213,88232  0,00000
2215,22827  0,00005
2216,57422  0,00000
2217,91992  0,00005
2219,26562  0,00000
2220,61157  0,00002
2221,95752  0,00000
2223,30322  0,00004
2224,64893  0,00000
2225,99487  0,00000
2227,34082  0,00000
2228,68652  0,00001
2230,03223  0,00001
2231,37817  0,00005
2232,72412  0,00001
2234,06982  0,00003
2235,41553  0,00002
2236,76147  0,00001
2238,10742  0,00003
2239,45312  0,00006
2240,79883  0,00003
2242,14478  0,00004
2243,49072  0,00004
2244,83643  0,00001
2246,18213  0,00005
2247,52808  0,00000
2248,87402  0,00006
2250,21973  0,00003
2251,56543  0,00006
2252,91138  0,00002
2254,25732  0,00005
2255,60303  0,00006
2256,94873  0,00004
2258,29468  0,00001
2259,64062  0,00003
2260,98633  0,00001
2262,33203  0,00002
2263,67798  0,00005
2265,02393  0,00002
2266,36963  0,00001
2267,71533  0,00001
2269,06128  0,00005
2270,40723  0,00001
2271,75293  0,00006
2273,09863  0,00000
2274,44458  0,00003
2275,79053  0,00000
2277,13623  0,00004
2278,48193  0,00000
2279,82788  0,00001
2281,17383  0,00000
2282,51953  0,00002
2283,86523  0,00000
2285,21118  0,00004
2286,55713  0,00000
2287,90283  0,00004
2289,24854  0,00001
2290,59448  0,00002
2291,94043  0,00001
2293,28613  0,00001
2294,63184  0,00002
2295,97778  0,00002
2297,32373  0,00003
2298,66943  0,00004
2300,01514  0,00003
2301,36108  0,00005
2302,70703  0,00004
2304,05273  0,00000
2305,39844  0,00005
2306,74438  0,00001
2308,09033  0,00006
2309,43604  0,00004
2310,78174  0,00006
2312,12769  0,00004
2313,47363  0,00005
2314,81934  0,00004
2316,16504  0,00004
2317,51099  0,00001
2318,85693  0,00003
2320,20264  0,00003
2321,54834  0,00002
2322,89429  0,00003
2324,24023  0,00002
2325,58594  0,00005
2326,93164  0,00001
2328,27759  0,00000
2329,62354  0,00001
2330,96924  0,00003
2332,31494  0,00000
2333,66089  0,00001
2335,00684  0,00000
2336,35254  0,00004
2337,69824  0,00000
2339,04419  0,00000
2340,39014  0,00000
2341,73584  0,00001
2343,08154  0,00000
2344,42749  0,00004
2345,77344  0,00000
2347,11914  0,00002
2348,46484  0,00001
2349,81079  0,00003
2351,15674  0,00001
2352,50244  0,00005
2353,84814  0,00002
2355,19409  0,00005
2356,54004  0,00002
2357,88574  0,00001
2359,23145  0,00003
2360,57739  0,00005
2361,92334  0,00004
2363,26904  0,00002
2364,61475  0,00005
2365,96069  0,00002
2367,30664  0,00006
2368,65234  0,00005
2369,99805  0,00006
2371,34399  0,00005
2372,68994  0,00005
2374,03564  0,00002
2375,38135  0,00004
2376,72729  0,00004
2378,07324  0,00003
2379,41895  0,00006
2380,76465  0,00002
2382,11060  0,00002
2383,45654  0,00002
2384,80225  0,00001
2386,14795  0,00001
2387,49390  0,00005
2388,83984  0,00001
2390,18555  0,00001
2391,53125  0,00000
2392,87720  0,00002
2394,22314  0,00000
2395,56885  0,00003
2396,91455  0,00000
2398,26050  0,00001
2399,60645  0,00000
2400,95215  0,00004
2402,29785  0,00000
2403,64380  0,00000
2404,98975  0,00000
2406,33545  0,00003
2407,68115  0,00001
2409,02710  0,00003
2410,37305  0,00001
2411,71875  0,00003
2413,06445  0,00002
2414,41040  0,00004
2415,75635  0,00003
2417,10205  0,00001
2418,44775  0,00003
2419,79370  0,00003
2421,13965  0,00004
2422,48535  0,00003
2423,83105  0,00005
2425,17700  0,00004
2426,52295  0,00006
2427,86865  0,00006
2429,21436  0,00006
2430,56030  0,00006
2431,90625  0,00005
2433,25195  0,00000
2434,59766  0,00004
2435,94360  0,00006
2437,28955  0,00003
2438,63525  0,00003
2439,98096  0,00002
2441,32690  0,00006
2442,67285  0,00002
2444,01855  0,00004
2445,36426  0,00001
2446,71021  0,00002
2448,05615  0,00001
2449,40186  0,00005
2450,74756  0,00000
2452,09351  0,00004
2453,43945  0,00000
2454,78516  0,00003
2456,13086  0,00000
2457,47681  0,00002
2458,82275  0,00000
2460,16846  0,00006
2461,51416  0,00000
2462,86011  0,00004
2464,20605  0,00000
2465,55176  0,00004
2466,89746  0,00001
2468,24341  0,00002
2469,58936  0,00001
2470,93506  0,00002
2472,28076  0,00002
2473,62671  0,00001
2474,97266  0,00002
2476,31836  0,00003
2477,66406  0,00003
2479,01001  0,00002
2480,35596  0,00004
2481,70166  0,00004
2483,04736  0,00005
2484,39331  0,00005
2485,73926  0,00006
2487,08496  0,00005
2488,43066  0,00006
2489,77661  0,00004
2491,12256  0,00005
2492,46826  0,00002
2493,81396  0,00004
2495,15991  0,00004
2496,50586  0,00003
2497,85156  0,00001
2499,19727  0,00002
2500,54321  0,00002
2501,88916  0,00002
2503,23486  0,00002
2504,58057  0,00001
2505,92651  0,00004
2507,27246  0,00001
2508,61816  0,00004
2509,96387  0,00000
2511,30981  0,00006
2512,65576  0,00000
2514,00146  0,00002
2515,34717  0,00000
2516,69312  0,00003
2518,03906  0,00000
2519,38477  0,00004
2520,73047  0,00000
2522,07642  0,00005
2523,42236  0,00000
2524,76807  0,00002
2526,11377  0,00001
2527,45972  0,00004
2528,80566  0,00001
2530,15137  0,00006
2531,49707  0,00002
2532,84302  0,00002
2534,18896  0,00002
2535,53467  0,00006
2536,88037  0,00003
2538,22632  0,00000
2539,57227  0,00004
2540,91797  0,00006
2542,26367  0,00005
2543,60962  0,00006
2544,95557  0,00006
2546,30127  0,00004
2547,64697  0,00006
2548,99292  0,00003
2550,33887  0,00005
2551,68457  0,00003
2553,03027  0,00004
2554,37622  0,00001
2555,72217  0,00003
2557,06787  0,00004
2558,41357  0,00002
2559,75952  0,00002
2561,10547  0,00002
2562,45117  0,00003
2563,79688  0,00001
2565,14282  0,00003
2566,48877  0,00001
2567,83447  0,00000
2569,18018  0,00000
2570,52612  0,00004
2571,87207  0,00000
2573,21777  0,00001
2574,56348  0,00000
2575,90942  0,00003
2577,25537  0,00000
2578,60107  0,00002
2579,94678  0,00000
2581,29272  0,00001
2582,63867  0,00000
2583,98438  0,00005
2585,33008  0,00001
2586,67603  0,00001
2588,02197  0,00001
2589,36768  0,00002
2590,71338  0,00002
2592,05933  0,00006
2593,40527  0,00002
2594,75098  0,00004
2596,09668  0,00003
2597,44263  0,00002
2598,78857  0,00004
2600,13428  0,00005
2601,47998  0,00005
2602,82593  0,00005
2604,17188  0,00006
2605,51758  0,00003
2606,86328  0,00006
2608,20923  0,00002
2609,55518  0,00005
2610,90088  0,00005
2612,24658  0,00004
2613,59253  0,00001
2614,93848  0,00003
2616,28418  0,00005
2617,62988  0,00003
2618,97583  0,00006
2620,32178  0,00002
2621,66748  0,00004
2623,01318  0,00001
2624,35913  0,00002
2625,70508  0,00001
2627,05078  0,00004
2628,39648  0,00000
2629,74243  0,00001
2631,08838  0,00000
2632,43408  0,00000
2633,77979  0,00000
2635,12573  0,00004
2636,47168  0,00000
2637,81738  0,00001
2639,16309  0,00000
2640,50903  0,00003
2641,85498  0,00000
2643,20068  0,00000
2644,54639  0,00001
2645,89233  0,00005
2647,23828  0,00001
2648,58398  0,00003
2649,92969  0,00002
2651,27563  0,00003
2652,62158  0,00002
2653,96729  0,00001
2655,31299  0,00003
2656,65894  0,00004
2658,00488  0,00004
2659,35059  0,00004
2660,69629  0,00005
2662,04224  0,00004
2663,38818  0,00006
2664,73389  0,00001
2666,07959  0,00006
2667,42554  0,00000
2668,77148  0,00005
2670,11719  0,00005
2671,46289  0,00004
2672,80884  0,00004
2674,15479  0,00003
2675,50049  0,00002
2676,84619  0,00003
2678,19214  0,00001
2679,53809  0,00002
2680,88379  0,00002
2682,22949  0,00001
2683,57544  0,00004
2684,92139  0,00001
2686,26709  0,00004
2687,61279  0,00000
2688,95874  0,00001
2690,30469  0,00000
2691,65039  0,00001
2692,99609  0,00000
2694,34204  0,00004
2695,68799  0,00000
2697,03369  0,00003
2698,37939  0,00000
2699,72534  0,00005
2701,07129  0,00000
2702,41699  0,00005
2703,76270  0,00001
2705,10864  0,00000
2706,45459  0,00001
2707,80029  0,00005
2709,14600  0,00002
2710,49194  0,00000
2711,83789  0,00002
2713,18359  0,00001
2714,52930  0,00003
2715,87524  0,00006
2717,22119  0,00004
2718,56689  0,00003
2719,91260  0,00005
2721,25854  0,00003
2722,60449  0,00005
2723,95020  0,00000
2725,29590  0,00006
2726,64185  0,00001
2727,98779  0,00005
2729,33350  0,00004
2730,67920  0,00004
2732,02515  0,00006
2733,37109  0,00003
2734,71680  0,00001
2736,06250  0,00003
2737,40845  0,00003
2738,75439  0,00002
2740,10010  0,00005
2741,44580  0,00001
2742,79175  0,00001
2744,13770  0,00001
2745,48340  0,00000
2746,82910  0,00000
2748,17505  0,00004
2749,52100  0,00000
2750,86670  0,00002
2752,21240  0,00000
2753,55835  0,00005
2754,90430  0,00000
2756,25000  0,00005
2757,59570  0,00000
2758,94165  0,00002
2760,28760  0,00000
2761,63330  0,00002
2762,97900  0,00001
2764,32495  0,00006
2765,67090  0,00001
2767,01660  0,00000
2768,36230  0,00002
2769,70825  0,00004
2771,05420  0,00002
2772,39990  0,00004
2773,74561  0,00003
2775,09155  0,00005
2776,43750  0,00004
2777,78320  0,00001
2779,12891  0,00005
2780,47485  0,00002
2781,82080  0,00005
2783,16650  0,00001
2784,51221  0,00006
2785,85815  0,00002
2787,20410  0,00005
2788,54980  0,00002
2789,89551  0,00004
2791,24146  0,00004
2792,58740  0,00003
2793,93311  0,00004
2795,27881  0,00003
2796,62476  0,00005
2797,97070  0,00002
2799,31641  0,00000
2800,66211  0,00001
2802,00806  0,00005
2803,35400  0,00001
2804,69971  0,00005
2806,04541  0,00000
2807,39136  0,00005
2808,73730  0,00000
2810,08301  0,00003
2811,42871  0,00000
2812,77466  0,00005
2814,12061  0,00000
2815,46631  0,00005
2816,81201  0,00000
2818,15796  0,00002
2819,50391  0,00000
2820,84961  0,00003
2822,19531  0,00001
2823,54126  0,00000
2824,88721  0,00001
2826,23291  0,00004
2827,57861  0,00002
2828,92456  0,00005
2830,27051  0,00002
2831,61621  0,00006
2832,96191  0,00003
2834,30786  0,00003
2835,65381  0,00004
2836,99951  0,00000
2838,34521  0,00005
2839,69116  0,00001
2841,03711  0,00005
2842,38281  0,00002
2843,72852  0,00006
2845,07446  0,00003
2846,42041  0,00005
2847,76611  0,00000
2849,11182  0,00004
2850,45776  0,00002
2851,80371  0,00003
2853,14941  0,00005
2854,49512  0,00003
2855,84106  0,00001
2857,18701  0,00002
2858,53271  0,00005
2859,87842  0,00001
2861,22437  0,00001
2862,57031  0,00001
2863,91602  0,00003
2865,26172  0,00001
2866,60767  0,00002
2867,95361  0,00000
2869,29932  0,00005
2870,64502  0,00000
2871,99097  0,00006
2873,33691  0,00000
2874,68262  0,00003
2876,02832  0,00000
2877,37427  0,00005
2878,72021  0,00000
2880,06592  0,00005
2881,41162  0,00001
2882,75757  0,00006
2884,10352  0,00001
2885,44922  0,00003
2886,79492  0,00002
2888,14087  0,00001
2889,48682  0,00002
2890,83252  0,00003
2892,17822  0,00003
2893,52417  0,00001
2894,87012  0,00004
2896,21582  0,00002
2897,56152  0,00005
2898,90747  0,00000
2900,25342  0,00005
2901,59912  0,00003
2902,94482  0,00006
2904,29077  0,00005
2905,63672  0,00005
2906,98242  0,00001
2908,32812  0,00004
2909,67407  0,00000
2911,02002  0,00003
2912,36572  0,00002
2913,71143  0,00003
2915,05737  0,00003
2916,40332  0,00002
2917,74902  0,00002
2919,09473  0,00001
2920,44067  0,00006
2921,78662  0,00001
2923,13232  0,00001
2924,47803  0,00000
2925,82397  0,00000
2927,16992  0,00000
2928,51562  0,00006
2929,86133  0,00000
2931,20728  0,00006
2932,55322  0,00000
2933,89893  0,00002
2935,24463  0,00000
2936,59058  0,00004
2937,93652  0,00000
2939,28223  0,00000
2940,62793  0,00001
2941,97388  0,00000
2943,31982  0,00001
2944,66553  0,00001
2946,01123  0,00002
2947,35718  0,00003
2948,70312  0,00002
2950,04883  0,00000
2951,39453  0,00003
2952,74048  0,00001
2954,08643  0,00004
2955,43213  0,00003
2956,77783  0,00004
2958,12378  0,00002
2959,46973  0,00005
2960,81543  0,00004
2962,16113  0,00006
2963,50708  0,00006
2964,85303  0,00005
2966,19873  0,00003
2967,54443  0,00004
2968,89038  0,00003
2970,23633  0,00004
2971,58203  0,00001
2972,92773  0,00003
2974,27368  0,00006
2975,61963  0,00002
2976,96533  0,00003
2978,31104  0,00001
2979,65698  0,00000
2981,00293  0,00001
2982,34863  0,00005
2983,69434  0,00001
2985,04028  0,00003
2986,38623  0,00000
2987,73193  0,00005
2989,07764  0,00000
2990,42358  0,00006
2991,76953  0,00000
2993,11523  0,00000
2994,46094  0,00000
2995,80688  0,00001
2997,15283  0,00000
2998,49854  0,00005
2999,84424  0,00001
3001,19019  0,00006
3002,53613  0,00001
3003,88184  0,00006
3005,22754  0,00002
3006,57349  0,00006
3007,91943  0,00002
3009,26514  0,00003
3010,61084  0,00003
3011,95679  0,00003
3013,30273  0,00004
3014,64844  0,00005
3015,99414  0,00004
3017,34009  0,00003
3018,68604  0,00005
3020,03174  0,00005
3021,37744  0,00006
3022,72339  0,00005
3024,06934  0,00005
3025,41504  0,00004
3026,76074  0,00004
3028,10669  0,00005
3029,45264  0,00004
3030,79834  0,00004
3032,14404  0,00003
3033,48999  0,00002
3034,83594  0,00002
3036,18164  0,00004
3037,52734  0,00001
3038,87329  0,00006
3040,21924  0,00001
3041,56494  0,00002
3042,91064  0,00001
3044,25659  0,00006
3045,60254  0,00000
3046,94824  0,00003
3048,29395  0,00000
3049,63989  0,00006
3050,98584  0,00000
3052,33154  0,00002
3053,67725  0,00000
3055,02319  0,00003
3056,36914  0,00000
3057,71484  0,00002
3059,06055  0,00001
3060,40649  0,00000
3061,75244  0,00001
3063,09814  0,00001
3064,44385  0,00001
3065,78979  0,00002
3067,13574  0,00002
3068,48145  0,00005
3069,82715  0,00003
3071,17310  0,00005
3072,51904  0,00004
3073,86475  0,00006
3075,21045  0,00004
3076,55640  0,00004
3077,90234  0,00005
3079,24805  0,00006
3080,59375  0,00006
3081,93970  0,00004
3083,28564  0,00005
3084,63135  0,00006
3085,97705  0,00004
3087,32300  0,00005
3088,66895  0,00004
3090,01465  0,00005
3091,36035  0,00003
3092,70630  0,00002
3094,05225  0,00002
3095,39795  0,00001
3096,74365  0,00002
3098,08960  0,00000
3099,43555  0,00001
3100,78125  0,00002
3102,12695  0,00001
3103,47290  0,00003
3104,81885  0,00000
3106,16455  0,00002
3107,51025  0,00000
3108,85620  0,00006
3110,20215  0,00000
3111,54785  0,00003
3112,89355  0,00000
3114,23950  0,00006
3115,58545  0,00000
3116,93115  0,00002
3118,27686  0,00001
3119,62280  0,00006
3120,96875  0,00001
3122,31445  0,00004
3123,66016  0,00001
3125,00610  0,00002
3126,35205  0,00002
3127,69775  0,00004
3129,04346  0,00003
3130,38940  0,00005
3131,73535  0,00004
3133,08105  0,00004
3134,42676  0,00004
3135,77271  0,00005
3137,11865  0,00005
3138,46436  0,00005
3139,81006  0,00006
3141,15601  0,00003
3142,50195  0,00005
3143,84766  0,00005
3145,19336  0,00004
3146,53931  0,00003
3147,88525  0,00004
3149,23096  0,00003
3150,57666  0,00003
3151,92261  0,00006
3153,26855  0,00002
3154,61426  0,00006
3155,95996  0,00002
3157,30591  0,00006
3158,65186  0,00001
3159,99756  0,00005
3161,34326  0,00001
3162,68921  0,00001
3164,03516  0,00000
3165,38086  0,00000
3166,72656  0,00000
3168,07251  0,00006
3169,41846  0,00000
3170,76416  0,00005
3172,10986  0,00000
3173,45581  0,00003
3174,80176  0,00000
3176,14746  0,00005
3177,49316  0,00000
3178,83911  0,00000
3180,18506  0,00001
3181,53076  0,00003
3182,87646  0,00001
3184,22241  0,00006
3185,56836  0,00002
3186,91406  0,00001
3188,25977  0,00003
3189,60571  0,00003
3190,95166  0,00003
3192,29736  0,00003
3193,64307  0,00004
3194,98901  0,00006
3196,33496  0,00005
3197,68066  0,00004
3199,02637  0,00006
3200,37231  0,00002
3201,71826  0,00005
3203,06396  0,00003
3204,40967  0,00004
3205,75562  0,00001
3207,10156  0,00004
3208,44727  0,00000
3209,79297  0,00003
3211,13892  0,00003
3212,48486  0,00002
3213,83057  0,00002
3215,17627  0,00002
3216,52222  0,00000
3217,86816  0,00001
3219,21387  0,00000
3220,55957  0,00001
3221,90552  0,00004
3223,25146  0,00000
3224,59717  0,00002
3225,94287  0,00000
3227,28882  0,00006
3228,63477  0,00000
3229,98047  0,00006
3231,32617  0,00000
3232,67212  0,00001
3234,01807  0,00000
3235,36377  0,00001
3236,70947  0,00001
3238,05542  0,00006
3239,40137  0,00001
3240,74707  0,00002
3242,09277  0,00001
3243,43872  0,00003
3244,78467  0,00002
3246,13037  0,00002
3247,47607  0,00003
3248,82202  0,00000
3250,16797  0,00003
3251,51367  0,00001
3252,85938  0,00004
3254,20532  0,00005
3255,55127  0,00005
3256,89697  0,00003
3258,24268  0,00006
3259,58862  0,00000
3260,93457  0,00005
3262,28027  0,00002
3263,62598  0,00004
3264,97192  0,00001
3266,31787  0,00004
3267,66357  0,00003
3269,00928  0,00003
3270,35522  0,00001
3271,70117  0,00002
3273,04688  0,00003
3274,39258  0,00002
3275,73853  0,00006
3277,08447  0,00001
3278,43018  0,00005
3279,77588  0,00001
3281,12183  0,00005
3282,46777  0,00000
3283,81348  0,00003
3285,15918  0,00000
3286,50513  0,00006
3287,85107  0,00000
3289,19678  0,00005
3290,54248  0,00000
3291,88843  0,00002
3293,23438  0,00000
3294,58008  0,00003
3295,92578  0,00000
3297,27173  0,00001
3298,61768  0,00001
3299,96338  0,00005
3301,30908  0,00001
3302,65503  0,00001
3304,00098  0,00002
3305,34668  0,00005
3306,69238  0,00003
3308,03833  0,00002
3309,38428  0,00003
3310,72998  0,00000
3312,07568  0,00004
3313,42163  0,00003
3314,76758  0,00005
3316,11328  0,00002
3317,45898  0,00006
3318,80493  0,00001
3320,15088  0,00005
3321,49658  0,00000
3322,84229  0,00005
3324,18823  0,00003
3325,53418  0,00004
3326,87988  0,00006
3328,22559  0,00003
3329,57153  0,00005
3330,91748  0,00002
3332,26318  0,00004
3333,60889  0,00002
3334,95483  0,00000
3336,30078  0,00001
3337,64648  0,00003
3338,99219  0,00001
3340,33813  0,00001
3341,68408  0,00000
3343,02979  0,00005
3344,37549  0,00000
3345,72144  0,00005
3347,06738  0,00000
3348,41309  0,00003
3349,75879  0,00000
3351,10474  0,00005
3352,45068  0,00000
3353,79639  0,00005
3355,14209  0,00000
3356,48804  0,00005
3357,83398  0,00001
3359,17969  0,00000
3360,52539  0,00001
3361,87134  0,00005
3363,21729  0,00002
3364,56299  0,00004
3365,90869  0,00003
3367,25464  0,00004
3368,60059  0,00003
3369,94629  0,00002
3371,29199  0,00004
3372,63794  0,00002
3373,98389  0,00005
3375,32959  0,00001
3376,67529  0,00006
3378,02124  0,00002
3379,36719  0,00005
3380,71289  0,00001
3382,05859  0,00005
3383,40454  0,00005
3384,75049  0,00004
3386,09619  0,00004
3387,44189  0,00003
3388,78784  0,00004
3390,13379  0,00002
3391,47949  0,00000
3392,82520  0,00002
3394,17114  0,00006
3395,51709  0,00001
3396,86279  0,00002
3398,20850  0,00001
3399,55444  0,00002
3400,90039  0,00000
3402,24609  0,00005
3403,59180  0,00000
3404,93774  0,00005
3406,28369  0,00000
3407,62939  0,00002
3408,97510  0,00000
3410,32104  0,00004
3411,66699  0,00000
3413,01270  0,00000
3414,35840  0,00000
3415,70435  0,00001
3417,05029  0,00001
3418,39600  0,00005
3419,74170  0,00001
3421,08765  0,00003
3422,43359  0,00002
3423,77930  0,00001
3425,12500  0,00003
3426,47095  0,00006
3427,81689  0,00003
3429,16260  0,00004
3430,50830  0,00004
3431,85425  0,00001
3433,20020  0,00005
3434,54590  0,00000
3435,89160  0,00006
3437,23755  0,00003
3438,58350  0,00006
3439,92920  0,00002
3441,27490  0,00005
3442,62085  0,00006
3443,96680  0,00004
3445,31250  0,00001
3446,65820  0,00003
3448,00415  0,00001
3449,35010  0,00002
3450,69580  0,00005
3452,04150  0,00002
3453,38745  0,00001
3454,73340  0,00001
3456,07910  0,00005
3457,42480  0,00001
3458,77075  0,00006
3460,11670  0,00000
3461,46240  0,00003
3462,80811  0,00000
3464,15405  0,00004
3465,50000  0,00000
3466,84570  0,00001
3468,19141  0,00000
3469,53735  0,00002
3470,88330  0,00000
3472,22900  0,00004
3473,57471  0,00000
3474,92065  0,00004
3476,26660  0,00001
3477,61230  0,00002
3478,95801  0,00001
3480,30396  0,00001
3481,64990  0,00002
3482,99561  0,00002
3484,34131  0,00003
3485,68726  0,00004
3487,03320  0,00003
3488,37891  0,00005
3489,72461  0,00004
3491,07056  0,00000
3492,41650  0,00005
3493,76221  0,00001
3495,10791  0,00006
3496,45386  0,00004
3497,79980  0,00006
3499,14551  0,00004
3500,49121  0,00005
3501,83716  0,00004
3503,18311  0,00004
3504,52881  0,00001
3505,87451  0,00003
3507,22046  0,00003
