Frequency, Amplitude
1795,330811  0,000083
1796,676636  0,000083
1798,022461  0,000083
1799,368286  0,000082
1800,714111  0,000082
1802,059937  0,000082
1803,405762  0,000082
1804,751587  0,000082
1806,097412  0,000082
1807,443237  0,000082
1808,789062  0,000082
1810,134888  0,000082
1811,480713  0,000081
1812,826538  0,000081
1814,172363  0,000081
1815,518188  0,000081
1816,864014  0,000081
1818,209839  0,000081
1819,555664  0,000081
1820,901489  0,000081
1822,247314  0,000081
1823,593140  0,000080
1824,938965  0,000080
1826,284790  0,000080
1827,630615  0,000080
1828,976440  0,000080
1830,322266  0,000080
1831,668091  0,000080
1833,013916  0,000080
1834,359741  0,000080
1835,705566  0,000080
1837,051392  0,000079
1838,397217  0,000079
1839,743042  0,000079
1841,088867  0,000079
1842,434692  0,000079
1843,780518  0,000079
1845,126343  0,000079
1846,472168  0,000079
1847,817993  0,000078
1849,163818  0,000078
1850,509644  0,000078
1851,855469  0,000078
1853,201294  0,000078
1854,547119  0,000078
1855,892944  0,000078
1857,238770  0,000078
1858,584595  0,000078
1859,930420  0,000077
1861,276245  0,000078
1862,622070  0,000077
1863,967896  0,000077
1865,313721  0,000077
1866,659546  0,000077
1868,005371  0,000077
1869,351196  0,000077
1870,697021  0,000077
1872,042847  0,000077
1873,388672  0,000077
1874,734497  0,000077
1876,080322  0,000076
1877,426147  0,000076
1878,771973  0,000076
1880,117798  0,000076
1881,463623  0,000076
1882,809448  0,000076
1884,155273  0,000076
1885,501099  0,000076
1886,846924  0,000076
1888,192749  0,000075
1889,538574  0,000075
1890,884399  0,000075
1892,230225  0,000075
1893,576050  0,000075
1894,921875  0,000075
1896,267700  0,000075
1897,613525  0,000075
1898,959351  0,000075
1900,305176  0,000075
1901,651001  0,000075
1902,996826  0,000074
1904,342651  0,000074
1905,688477  0,000074
1907,034302  0,000074
1908,380127  0,000074
1909,725952  0,000074
1911,071777  0,000074
1912,417603  0,000074
1913,763428  0,000074
1915,109253  0,000074
1916,455078  0,000073
1917,800903  0,000074
1919,146729  0,000073
1920,492554  0,000073
1921,838379  0,000073
1923,184204  0,000073
1924,530029  0,000073
1925,875854  0,000073
1927,221680  0,000073
1928,567505  0,000073
1929,913330  0,000073
1931,259155  0,000072
1932,604980  0,000072
1933,950806  0,000072
1935,296631  0,000072
1936,642456  0,000072
1937,988281  0,000072
1939,334106  0,000072
1940,679932  0,000072
1942,025757  0,000072
1943,371582  0,000072
1944,717407  0,000072
1946,063232  0,000072
1947,409058  0,000072
1948,754883  0,000071
1950,100708  0,000071
1951,446533  0,000071
1952,792358  0,000071
1954,138184  0,000071
1955,484009  0,000071
1956,829834  0,000071
1958,175659  0,000071
1959,521484  0,000071
1960,867310  0,000071
1962,213135  0,000071
1963,558960  0,000070
1964,904785  0,000070
1966,250610  0,000070
1967,596436  0,000070
1968,942261  0,000070
1970,288086  0,000070
1971,633911  0,000070
1972,979736  0,000070
1974,325562  0,000070
1975,671387  0,000070
1977,017212  0,000070
1978,363037  0,000070
1979,708862  0,000070
1981,054688  0,000070
1982,400513  0,000069
1983,746338  0,000069
1985,092163  0,000069
1986,437988  0,000069
1987,783813  0,000069
1989,129639  0,000069
1990,475464  0,000069
1991,821289  0,000069
1993,167114  0,000069
1994,512939  0,000069
1995,858765  0,000069
1997,204590  0,000069
1998,550415  0,000068
1999,896240  0,000068
2001,242065  0,000068
2002,587891  0,000068
2003,933716  0,000068
2005,279541  0,000068
2006,625366  0,000068
2007,971191  0,000068
2009,317017  0,000068
2010,662842  0,000068
2012,008667  0,000068
2013,354492  0,000067
2014,700317  0,000067
2016,046143  0,000068
2017,391968  0,000067
2018,737793  0,000067
2020,083618  0,000067
2021,429443  0,000067
2022,775269  0,000067
2024,121094  0,000067
2025,466919  0,000067
2026,812744  0,000067
2028,158569  0,000067
2029,504395  0,000067
2030,850220  0,000067
2032,196045  0,000067
2033,541870  0,000063
2034,887695  0,000066
2036,233521  0,000066
2037,579346  0,000066
2038,925171  0,000066
2040,270996  0,000066
2041,616821  0,000066
2042,962646  0,000066
2044,308472  0,000066
2045,654297  0,000066
2047,000122  0,000066
2048,345947  0,000066
2049,691895  0,000066
2051,037598  0,000066
2052,383301  0,000065
2053,729248  0,000065
2055,075195  0,000065
2056,420898  0,000065
2057,766602  0,000065
2059,112549  0,000065
2060,458496  0,000065
2061,804199  0,000065
2063,149902  0,000065
2064,495850  0,000065
2065,841797  0,000065
2067,187500  0,000065
2068,533203  0,000065
2069,879150  0,000065
2071,225098  0,000065
2072,570801  0,000064
2073,916504  0,000065
2075,262451  0,000065
2076,608398  0,000064
2077,954102  0,000064
2079,299805  0,000064
2080,645752  0,000064
2081,991699  0,000064
2083,337402  0,000064
2084,683105  0,000064
2086,029053  0,000064
2087,375000  0,000064
2088,720703  0,000064
2090,066406  0,000064
2091,412354  0,000064
2092,758301  0,000063
2094,104004  0,000063
2095,449707  0,000063
2096,795654  0,000063
2098,141602  0,000063
2099,487305  0,000063
2100,833008  0,000062
2102,178955  0,000063
2103,524902  0,000063
2104,870605  0,000063
2106,216309  0,000063
2107,562256  0,000063
2108,908203  0,000063
2110,253906  0,000063
2111,599609  0,000063
2112,945557  0,000063
2114,291504  0,000062
2115,637207  0,000063
2116,982910  0,000062
2118,328857  0,000062
2119,674805  0,000062
2121,020508  0,000062
2122,366211  0,000062
2123,712158  0,000062
2125,058105  0,000062
2126,403809  0,000062
2127,749512  0,000062
2129,095459  0,000062
2130,441406  0,000062
2131,787109  0,000062
2133,132812  0,000062
2134,478760  0,000061
2135,824707  0,000062
2137,170410  0,000061
2138,516113  0,000061
2139,862061  0,000061
2141,208008  0,000061
2142,553711  0,000061
2143,899414  0,000061
2145,245361  0,000061
2146,591309  0,000061
2147,937012  0,000061
2149,282715  0,000061
2150,628662  0,000061
2151,974609  0,000061
2153,320312  0,000061
2154,666016  0,000061
2156,011963  0,000061
2157,357910  0,000061
2158,703613  0,000060
2160,049316  0,000060
2161,395264  0,000060
2162,741211  0,000060
2164,086914  0,000060
2165,432617  0,000060
2166,778564  0,000060
2168,124512  0,000060
2169,470215  0,000060
2170,815918  0,000060
2172,161865  0,000060
2173,507812  0,000060
2174,853516  0,000060
2176,199219  0,000060
2177,545166  0,000060
2178,891113  0,000060
2180,236816  0,000060
2181,582520  0,000059
2182,928467  0,000060
2184,274414  0,000059
2185,620117  0,000060
2186,965820  0,000059
2188,311768  0,000059
2189,657715  0,000059
2191,003418  0,000059
2192,349121  0,000059
2193,695068  0,000059
2195,041016  0,000059
2196,386719  0,000059
2197,732422  0,000059
2199,078369  0,000059
2200,424316  0,000059
2201,770020  0,000059
2203,115723  0,000059
2204,461670  0,000059
2205,807617  0,000059
2207,153320  0,000058
2208,499023  0,000058
2209,844971  0,000058
2211,190918  0,000059
2212,536621  0,000058
2213,882324  0,000058
2215,228271  0,000058
2216,574219  0,000058
2217,919922  0,000058
2219,265625  0,000058
2220,611572  0,000058
2221,957520  0,000058
2223,303223  0,000058
2224,648926  0,000058
2225,994873  0,000058
2227,340820  0,000058
2228,686523  0,000057
2230,032227  0,000058
2231,378174  0,000058
2232,724121  0,000057
2234,069824  0,000057
2235,415527  0,000057
2236,761475  0,000057
2238,107422  0,000057
2239,453125  0,000057
2240,798828  0,000057
2242,144775  0,000057
2243,490723  0,000057
2244,836426  0,000057
2246,182129  0,000057
2247,528076  0,000057
2248,874023  0,000057
2250,219727  0,000057
2251,565430  0,000057
2252,911377  0,000057
2254,257324  0,000057
2255,603027  0,000056
2256,948730  0,000056
2258,294678  0,000056
2259,640625  0,000056
2260,986328  0,000056
2262,332031  0,000056
2263,677979  0,000056
2265,023926  0,000057
2266,369629  0,000056
2267,715332  0,000056
2269,061279  0,000056
2270,407227  0,000056
2271,752930  0,000056
2273,098633  0,000056
2274,444580  0,000056
2275,790527  0,000056
2277,136230  0,000056
2278,481934  0,000056
2279,827881  0,000056
2281,173828  0,000056
2282,519531  0,000056
2283,865234  0,000056
2285,211182  0,000056
2286,557129  0,000055
2287,902832  0,000055
2289,248535  0,000056
2290,594482  0,000055
2291,940430  0,000055
2293,286133  0,000055
2294,631836  0,000055
2295,977783  0,000055
2297,323730  0,000055
2298,669434  0,000055
2300,015137  0,000055
2301,361084  0,000055
2302,707031  0,000055
2304,052734  0,000055
2305,398438  0,000055
2306,744385  0,000055
2308,090332  0,000055
2309,436035  0,000055
2310,781738  0,000055
2312,127686  0,000054
2313,473633  0,000054
2314,819336  0,000054
2316,165039  0,000054
2317,510986  0,000055
2318,856934  0,000054
2320,202637  0,000054
2321,548340  0,000054
2322,894287  0,000054
2324,240234  0,000054
2325,585938  0,000054
2326,931641  0,000054
2328,277588  0,000054
2329,623535  0,000054
2330,969238  0,000054
2332,314941  0,000054
2333,660889  0,000054
2335,006836  0,000054
2336,352539  0,000054
2337,698242  0,000054
2339,044189  0,000053
2340,390137  0,000054
2341,735840  0,000054
2343,081543  0,000053
2344,427490  0,000054
2345,773438  0,000053
2347,119141  0,000053
2348,464844  0,000053
2349,810791  0,000053
2351,156738  0,000053
2352,502441  0,000053
2353,848145  0,000053
2355,194092  0,000053
2356,540039  0,000053
2357,885742  0,000053
2359,231445  0,000053
2360,577393  0,000053
2361,923340  0,000053
2363,269043  0,000053
2364,614746  0,000053
2365,960693  0,000053
2367,306641  0,000053
2368,652344  0,000053
2369,998047  0,000053
2371,343994  0,000052
2372,689941  0,000053
2374,035645  0,000052
2375,381348  0,000052
2376,727295  0,000052
2378,073242  0,000062
2379,418945  0,000053
2380,764648  0,000053
2382,110596  0,000052
2383,456543  0,000052
2384,802246  0,000052
2386,147949  0,000052
2387,493896  0,000052
2388,839844  0,000052
2390,185547  0,000052
2391,531250  0,000052
2392,877197  0,000052
2394,223145  0,000052
2395,568848  0,000052
2396,914551  0,000052
2398,260498  0,000052
2399,606445  0,000051
2400,952148  0,000052
2402,297852  0,000051
2403,643799  0,000051
2404,989746  0,000052
2406,335449  0,000051
2407,681152  0,000051
2409,027100  0,000052
2410,373047  0,000051
2411,718750  0,000051
2413,064453  0,000051
2414,410400  0,000051
2415,756348  0,000051
2417,102051  0,000051
2418,447754  0,000051
2419,793701  0,000051
2421,139648  0,000051
2422,485352  0,000051
2423,831055  0,000051
2425,177002  0,000051
2426,522949  0,000051
2427,868652  0,000051
2429,214355  0,000051
2430,560303  0,000051
2431,906250  0,000051
2433,251953  0,000051
2434,597656  0,000051
2435,943604  0,000051
2437,289551  0,000051
2438,635254  0,000051
2439,980957  0,000051
2441,326904  0,000051
2442,672852  0,000050
2444,018555  0,000050
2445,364258  0,000050
2446,710205  0,000050
2448,056152  0,000050
2449,401855  0,000050
2450,747559  0,000050
2452,093506  0,000050
2453,439453  0,000050
2454,785156  0,000050
2456,130859  0,000050
2457,476807  0,000050
2458,822754  0,000050
2460,168457  0,000050
2461,514160  0,000050
2462,860107  0,000050
2464,206055  0,000050
2465,551758  0,000050
2466,897461  0,000050
2468,243408  0,000049
2469,589355  0,000050
2470,935059  0,000050
2472,280762  0,000050
2473,626709  0,000050
2474,972656  0,000050
2476,318359  0,000049
2477,664062  0,000050
2479,010010  0,000049
2480,355957  0,000049
2481,701660  0,000049
2483,047363  0,000049
2484,393311  0,000049
2485,739258  0,000049
2487,084961  0,000049
2488,430664  0,000049
2489,776611  0,000049
2491,122559  0,000049
2492,468262  0,000049
2493,813965  0,000049
2495,159912  0,000049
2496,505859  0,000049
2497,851562  0,000049
2499,197266  0,000049
2500,543213  0,000049
2501,889160  0,000049
2503,234863  0,000049
2504,580566  0,000049
2505,926514  0,000049
2507,272461  0,000049
2508,618164  0,000049
2509,963867  0,000049
2511,309814  0,000049
2512,655762  0,000049
2514,001465  0,000048
2515,347168  0,000049
2516,693115  0,000048
2518,039062  0,000048
2519,384766  0,000048
2520,730469  0,000048
2522,076416  0,000048
2523,422363  0,000048
2524,768066  0,000048
2526,113770  0,000048
2527,459717  0,000048
2528,805664  0,000048
2530,151367  0,000048
2531,497070  0,000048
2532,843018  0,000048
2534,188965  0,000048
2535,534668  0,000048
2536,880371  0,000048
2538,226318  0,000048
2539,572266  0,000048
2540,917969  0,000048
2542,263672  0,000048
2543,609619  0,000047
2544,955566  0,000048
2546,301270  0,000048
2547,646973  0,000048
2548,992920  0,000047
2550,338867  0,000048
2551,684570  0,000047
2553,030273  0,000047
2554,376221  0,000047
2555,722168  0,000047
2557,067871  0,000047
2558,413574  0,000047
2559,759521  0,000047
2561,105469  0,000048
2562,451172  0,000047
2563,796875  0,000047
2565,142822  0,000047
2566,488770  0,000047
2567,834473  0,000047
2569,180176  0,000047
2570,526123  0,000047
2571,872070  0,000047
2573,217773  0,000047
2574,563477  0,000047
2575,909424  0,000047
2577,255371  0,000047
2578,601074  0,000047
2579,946777  0,000047
2581,292725  0,000047
2582,638672  0,000047
2583,984375  0,000047
2585,330078  0,000047
2586,676025  0,000047
2588,021973  0,000047
2589,367676  0,000047
2590,713379  0,000047
2592,059326  0,000047
2593,405273  0,000047
2594,750977  0,000047
2596,096680  0,000046
2597,442627  0,000046
2598,788574  0,000046
2600,134277  0,000046
2601,479980  0,000046
2602,825928  0,000046
2604,171875  0,000046
2605,517578  0,000046
2606,863281  0,000046
2608,209229  0,000046
2609,555176  0,000046
2610,900879  0,000046
2612,246582  0,000046
2613,592529  0,000046
2614,938477  0,000046
2616,284180  0,000046
2617,629883  0,000046
2618,975830  0,000046
2620,321777  0,000046
2621,667480  0,000046
2623,013184  0,000046
2624,359131  0,000046
2625,705078  0,000046
2627,050781  0,000046
2628,396484  0,000045
2629,742432  0,000046
2631,088379  0,000046
2632,434082  0,000046
2633,779785  0,000045
2635,125732  0,000046
2636,471680  0,000046
2637,817383  0,000045
2639,163086  0,000045
2640,509033  0,000045
2641,854980  0,000045
2643,200684  0,000045
2644,546387  0,000045
2645,892334  0,000045
2647,238281  0,000045
2648,583984  0,000045
2649,929688  0,000045
2651,275635  0,000045
2652,621582  0,000045
2653,967285  0,000045
2655,312988  0,000045
2656,658936  0,000045
2658,004883  0,000045
2659,350586  0,000045
2660,696289  0,000045
2662,042236  0,000045
2663,388184  0,000045
2664,733887  0,000045
2666,079590  0,000045
2667,425537  0,000045
2668,771484  0,000045
2670,117188  0,000045
2671,462891  0,000045
2672,808838  0,000045
2674,154785  0,000045
2675,500488  0,000045
2676,846191  0,000045
2678,192139  0,000045
2679,538086  0,000044
2680,883789  0,000045
2682,229492  0,000044
2683,575439  0,000044
2684,921387  0,000044
2686,267090  0,000044
2687,612793  0,000045
2688,958740  0,000044
2690,304688  0,000044
2691,650391  0,000044
2692,996094  0,000044
2694,342041  0,000044
2695,687988  0,000044
2697,033691  0,000044
2698,379395  0,000044
2699,725342  0,000044
2701,071289  0,000044
2702,416992  0,000044
2703,762695  0,000044
2705,108643  0,000044
2706,454590  0,000044
2707,800293  0,000044
2709,145996  0,000044
2710,491943  0,000044
2711,837891  0,000044
2713,183594  0,000044
2714,529297  0,000044
2715,875244  0,000044
2717,221191  0,000044
2718,566895  0,000044
2719,912598  0,000044
2721,258545  0,000044
2722,604492  0,000042
2723,950195  0,000044
2725,295898  0,000044
2726,641846  0,000043
2727,987793  0,000044
2729,333496  0,000044
2730,679199  0,000043
2732,025146  0,000043
2733,371094  0,000043
2734,716797  0,000043
2736,062500  0,000043
2737,408447  0,000043
2738,754395  0,000043
2740,100098  0,000043
2741,445801  0,000043
2742,791748  0,000043
2744,137695  0,000043
2745,483398  0,000043
2746,829102  0,000043
2748,175049  0,000043
2749,520996  0,000043
2750,866699  0,000043
2752,212402  0,000043
2753,558350  0,000043
2754,904297  0,000043
2756,250000  0,000043
2757,595703  0,000043
2758,941650  0,000043
2760,287598  0,000043
2761,633301  0,000043
2762,979004  0,000043
2764,324951  0,000043
2765,670898  0,000043
2767,016602  0,000043
2768,362305  0,000043
2769,708252  0,000043
2771,054199  0,000043
2772,399902  0,000043
2773,745605  0,000043
2775,091553  0,000043
2776,437500  0,000042
2777,783203  0,000042
2779,128906  0,000042
2780,474854  0,000043
2781,820801  0,000042
2783,166504  0,000042
2784,512207  0,000042
2785,858154  0,000042
2787,204102  0,000042
2788,549805  0,000042
2789,895508  0,000041
2791,241455  0,000042
2792,587402  0,000042
2793,933105  0,000042
2795,278809  0,000042
2796,624756  0,000042
2797,970703  0,000042
2799,316406  0,000042
2800,662109  0,000042
2802,008057  0,000042
